date,sales,onpromotion,transactions,dcoilwtico,year,month,day,dayofweek,is_weekend
2013-02-19,293637.801951,0,70645.0,96.69,2013,2,19,1,0
2013-02-20,313803.162034,0,73812.0,94.92,2013,2,20,2,0
2013-02-21,267711.1090155,0,68246.0,92.79,2013,2,21,3,0
2013-02-22,285679.869131,0,70914.0,93.12,2013,2,22,4,0
2013-02-23,412897.349113,0,88390.0,93.12,2013,2,23,5,1
2013-02-24,452726.126103,0,84125.0,93.12,2013,2,24,6,1
2013-02-25,307110.875933,0,72167.0,92.74,2013,2,25,0,0
2013-02-26,270425.0070675,0,68706.0,92.63,2013,2,26,1,0
2013-02-27,288401.998919,0,70170.0,92.84,2013,2,27,2,0
2013-02-28,278116.291888,0,69818.0,92.03,2013,2,28,3,0
2013-03-01,378898.165064,0,79524.0,90.71,2013,3,1,4,0
2013-03-02,547857.205258,0,98616.0,90.71,2013,3,2,5,1
2013-03-03,559820.580027,0,92716.0,90.71,2013,3,3,6,1
2013-03-04,383647.679097,0,79078.0,90.13,2013,3,4,0,0
2013-03-05,332189.993189,0,75134.0,90.88,2013,3,5,1,0
2013-03-06,335726.580968,0,76519.0,90.47,2013,3,6,2,0
2013-03-07,293099.52701,0,73910.0,91.53,2013,3,7,3,0
2013-03-08,316600.679967,0,78231.0,92.01,2013,3,8,4,0
2013-03-09,453259.496866,0,92462.0,92.01,2013,3,9,5,1
2013-03-10,461859.756153,0,86322.0,92.01,2013,3,10,6,1
2013-03-11,318379.133021,0,75161.0,92.07,2013,3,11,0,0
2013-03-12,271823.37801,0,69346.0,92.44,2013,3,12,1,0
2013-03-13,287869.663972,0,72010.0,92.47,2013,3,13,2,0
2013-03-14,247541.420096,0,67393.0,93.03,2013,3,14,3,0
2013-03-15,315878.090213,0,75533.0,93.49,2013,3,15,4,0
2013-03-16,482233.433961,0,91900.0,93.49,2013,3,16,5,1
2013-03-17,513439.584913,0,89346.0,93.49,2013,3,17,6,1
2013-03-18,330283.80303,0,74418.0,93.71,2013,3,18,0,0
2013-03-19,294020.245897,0,71841.0,92.44,2013,3,19,1,0
2013-03-20,321207.006946,0,74145.0,93.21,2013,3,20,2,0
2013-03-21,269130.127953,0,69157.0,92.46,2013,3,21,3,0
2013-03-22,304100.453969,0,71990.0,93.41,2013,3,22,4,0
2013-03-23,453192.003086,0,91923.0,93.41,2013,3,23,5,1
2013-03-24,449794.636951,0,83439.0,93.41,2013,3,24,6,1
2013-03-25,317559.6099585,0,72992.0,94.55,2013,3,25,0,0
2013-03-26,275818.2359,0,68469.0,95.99,2013,3,26,1,0
2013-03-27,313691.148998,0,74049.0,96.53,2013,3,27,2,0
2013-03-28,339293.269022,0,82104.0,97.24,2013,3,28,3,0
2013-03-29,345513.132,0,77781.0,97.24,2013,3,29,4,0
2013-03-30,452661.356036,0,90611.0,97.24,2013,3,30,5,1
2013-03-31,462107.639956,0,82563.0,97.24,2013,3,31,6,1
2013-04-01,428816.447912,0,81678.0,97.1,2013,4,1,0,0
2013-04-02,377732.827961,0,77165.0,97.23,2013,4,2,1,0
2013-04-03,373731.0758793,0,78534.0,95.02,2013,4,3,2,0
2013-04-04,308738.385963,0,72217.0,93.26,2013,4,4,3,0
2013-04-05,336394.782031,0,74928.0,92.76,2013,4,5,4,0
2013-04-06,509424.214023,0,94844.0,92.76,2013,4,6,5,1
2013-04-07,519048.376884,0,89183.0,92.76,2013,4,7,6,1
2013-04-08,346649.815943,0,75161.0,93.36,2013,4,8,0,0
2013-04-09,306335.8019617,0,71416.0,94.18,2013,4,9,1,0
2013-04-10,312846.374941,0,73989.0,94.59,2013,4,10,2,0
2013-04-11,303223.41301,0,71907.0,93.44,2013,4,11,3,0
2013-04-12,314394.967035,0,75403.0,91.23,2013,4,12,4,0
2013-04-13,453442.497048,0,92166.0,91.23,2013,4,13,5,1
2013-04-14,478417.148813,0,86803.0,91.23,2013,4,14,6,1
2013-04-15,338712.458055,0,76251.0,88.75,2013,4,15,0,0
2013-04-16,333431.880049,0,74187.0,88.73,2013,4,16,1,0
2013-04-17,334990.518942,0,74529.0,86.65,2013,4,17,2,0
2013-04-18,281924.509951,0,68343.0,87.83,2013,4,18,3,0
2013-04-19,311588.70494,0,73119.0,88.04,2013,4,19,4,0
2013-04-20,459884.838043,0,92014.0,88.04,2013,4,20,5,1
2013-04-21,485721.032087,0,87401.0,88.04,2013,4,21,6,1
2013-04-22,328886.320986,0,75157.0,88.81,2013,4,22,0,0
2013-04-23,302097.8329435,0,71657.0,89.21,2013,4,23,1,0
2013-04-24,310555.184925,0,73003.0,91.07,2013,4,24,2,0
2013-04-25,268790.618996,0,68917.0,93.27,2013,4,25,3,0
2013-04-26,304413.556952,0,72813.0,92.63,2013,4,26,4,0
2013-04-27,446665.337895,0,89825.0,92.63,2013,4,27,5,1
2013-04-28,477623.4729303,0,86773.0,92.63,2013,4,28,6,1
2013-04-29,328795.874018,0,72009.0,94.09,2013,4,29,0,0
2013-04-30,310186.466894,0,73513.0,93.22,2013,4,30,1,0
2013-05-01,507974.636889,0,90548.0,90.74,2013,5,1,2,0
2013-05-02,348709.460063,0,73639.0,93.7,2013,5,2,3,0
2013-05-03,374291.2510323,0,76685.0,95.25,2013,5,3,4,0
2013-05-04,520339.51596499997,0,96689.0,95.25,2013,5,4,5,1
2013-05-05,580268.550981,0,95212.0,95.25,2013,5,5,6,1
2013-05-06,369869.383046,0,76383.0,95.8,2013,5,6,0,0
2013-05-07,317292.964148,0,72563.0,95.28,2013,5,7,1,0
2013-05-08,332477.410968,0,74802.0,96.24,2013,5,8,2,0
2013-05-09,305868.0570225,0,75025.0,96.09,2013,5,9,3,0
2013-05-10,335937.441949,0,80282.0,95.81,2013,5,10,4,0
2013-05-11,512090.58108,0,111484.0,95.81,2013,5,11,5,1
2013-05-12,387860.5050145,0,89790.0,95.81,2013,5,12,6,1
2013-05-13,350598.06187,0,75625.0,94.76,2013,5,13,0,0
2013-05-14,308469.313119,0,71589.0,93.96,2013,5,14,1,0
2013-05-15,329113.560081,0,74401.0,93.95,2013,5,15,2,0
2013-05-16,307556.946937,0,71287.0,94.85,2013,5,16,3,0
2013-05-17,330004.241998,0,74705.0,95.72,2013,5,17,4,0
2013-05-18,480969.558942,0,91973.0,95.72,2013,5,18,5,1
2013-05-19,518153.554009,0,89031.0,95.72,2013,5,19,6,1
2013-05-20,341787.214991,0,74613.0,96.29,2013,5,20,0,0
2013-05-21,307178.399952,0,70601.0,95.55,2013,5,21,1,0
2013-05-22,301785.4831075,0,71763.0,93.98,2013,5,22,2,0
2013-05-23,289261.058026,0,70843.0,94.12,2013,5,23,3,0
2013-05-24,398389.241982,0,78945.0,93.84,2013,5,24,4,0
2013-05-25,417930.141993,0,85230.0,93.84,2013,5,25,5,1
2013-05-26,450631.400068,0,81869.0,93.84,2013,5,26,6,1
2013-05-27,321630.8309235,0,72144.0,93.84,2013,5,27,0,0
2013-05-28,307329.1680565,0,71801.0,94.65,2013,5,28,1,0
2013-05-29,309333.380899,0,73970.0,93.13,2013,5,29,2,0
2013-05-30,304344.849939,0,77052.0,93.57,2013,5,30,3,0
2013-05-31,330257.841975,0,76921.0,91.93,2013,5,31,4,0
2013-06-01,566901.814988,0,101740.0,91.93,2013,6,1,5,1
2013-06-02,637698.494958,0,98018.0,91.93,2013,6,2,6,1
2013-06-03,426332.097995,0,80648.0,93.41,2013,6,3,0,0
2013-06-04,369705.160085,0,76213.0,93.36,2013,6,4,1,0
2013-06-05,361791.080915,0,77605.0,93.66,2013,6,5,2,0
2013-06-06,317496.765891,0,72282.0,94.71,2013,6,6,3,0
2013-06-07,357673.087977,0,79014.0,96.11,2013,6,7,4,0
2013-06-08,466292.699096,0,89783.0,96.11,2013,6,8,5,1
2013-06-09,526804.730256,0,89751.0,96.11,2013,6,9,6,1
2013-06-10,349754.291978,0,74546.0,95.82,2013,6,10,0,0
2013-06-11,283858.2159925,0,68636.0,95.5,2013,6,11,1,0
2013-06-12,320173.5779987,0,73386.0,95.98,2013,6,12,2,0
2013-06-13,282886.9200452,0,69703.0,96.66,2013,6,13,3,0
2013-06-14,326956.74210719997,0,76434.0,97.83,2013,6,14,4,0
2013-06-15,505950.6668701,0,102541.0,97.83,2013,6,15,5,1
2013-06-16,435894.082881,0,87839.0,97.83,2013,6,16,6,1
2013-06-17,370944.271024,0,76236.0,97.86,2013,6,17,0,0
2013-06-18,320885.3399215,0,73179.0,98.46,2013,6,18,1,0
2013-06-19,319235.25797700003,0,68613.0,98.24,2013,6,19,2,0
2013-06-20,293877.944015,0,69984.0,94.89,2013,6,20,3,0
2013-06-21,319722.6870265,0,73717.0,93.81,2013,6,21,4,0
2013-06-22,446347.312096,0,88681.0,93.81,2013,6,22,5,1
2013-06-23,504964.845142,0,86152.0,93.81,2013,6,23,6,1
2013-06-24,336631.9640383,0,73403.0,95.07,2013,6,24,0,0
2013-06-25,305119.530064,0,70549.0,95.25,2013,6,25,1,0
2013-06-26,301847.2489636,0,71009.0,95.47,2013,6,26,2,0
2013-06-27,266525.458966,0,67340.0,97.0,2013,6,27,3,0
2013-06-28,324210.971803,0,74172.0,96.36,2013,6,28,4,0
2013-06-29,509379.108146,0,93531.0,96.36,2013,6,29,5,1
2013-06-30,533481.693027,0,87501.0,96.36,2013,6,30,6,1
2013-07-01,441758.3880965,0,81850.0,97.94,2013,7,1,0,0
2013-07-02,390958.38408,0,79187.0,99.65,2013,7,2,1,0
2013-07-03,374551.917949,0,78437.0,101.92,2013,7,3,2,0
2013-07-04,327020.179028,0,75664.0,101.92,2013,7,4,3,0
2013-07-05,351401.500074,0,77710.0,103.09,2013,7,5,4,0
2013-07-06,479514.493924,0,92132.0,103.09,2013,7,6,5,1
2013-07-07,500606.073078,0,87219.0,103.09,2013,7,7,6,1
2013-07-08,365452.995017,0,77464.0,103.03,2013,7,8,0,0
2013-07-09,317279.1449993,0,73041.0,103.46,2013,7,9,1,0
2013-07-10,314134.886071,0,73319.0,106.41,2013,7,10,2,0
2013-07-11,281750.931023,0,68662.0,104.77,2013,7,11,3,0
2013-07-12,308786.438133,0,73261.0,105.85,2013,7,12,4,0
2013-07-13,432569.1022205,0,88063.0,105.85,2013,7,13,5,1
2013-07-14,438722.417857,0,81622.0,105.85,2013,7,14,6,1
2013-07-15,348803.0469486,0,76717.0,106.2,2013,7,15,0,0
2013-07-16,335516.229006,0,75755.0,105.88,2013,7,16,1,0
2013-07-17,324313.8180255,0,73859.0,106.39,2013,7,17,2,0
2013-07-18,287074.8739522,0,69399.0,107.94,2013,7,18,3,0
2013-07-19,313332.555049,0,73231.0,108.0,2013,7,19,4,0
2013-07-20,435497.731013,0,87653.0,108.0,2013,7,20,5,1
2013-07-21,437952.624049,0,80799.0,108.0,2013,7,21,6,1
2013-07-22,342802.29905,0,75771.0,106.61,2013,7,22,0,0
2013-07-23,316257.463107,0,73650.0,107.13,2013,7,23,1,0
2013-07-24,309243.7899995,0,72876.0,105.41,2013,7,24,2,0
2013-07-25,298074.2249247,0,70760.0,105.47,2013,7,25,3,0
2013-07-26,318745.692921,0,74270.0,104.76,2013,7,26,4,0
2013-07-27,423890.5020012,0,86632.0,104.76,2013,7,27,5,1
2013-07-28,433358.6520873,0,79729.0,104.76,2013,7,28,6,1
2013-07-29,331493.2850525,0,72911.0,104.61,2013,7,29,0,0
2013-07-30,318553.989932,0,72512.0,103.14,2013,7,30,1,0
2013-07-31,357982.979012,0,77813.0,105.1,2013,7,31,2,0
2013-08-01,397555.3181021,0,78740.0,107.93,2013,8,1,3,0
2013-08-02,393831.120007,0,79127.0,106.94,2013,8,2,4,0
2013-08-03,516956.846013,0,93926.0,106.94,2013,8,3,5,1
2013-08-04,514267.27594,0,86805.0,106.94,2013,8,4,6,1
2013-08-05,407033.810946,0,82080.0,106.61,2013,8,5,0,0
2013-08-06,357263.854086,0,77927.0,105.32,2013,8,6,1,0
2013-08-07,351302.132003,0,77426.0,104.41,2013,8,7,2,0
2013-08-08,310953.0239315,0,72592.0,103.45,2013,8,8,3,0
2013-08-09,337521.667868,0,77361.0,106.04,2013,8,9,4,0
2013-08-10,434184.94409,0,85444.0,106.04,2013,8,10,5,1
2013-08-11,434720.3230013,0,80268.0,106.04,2013,8,11,6,1
2013-08-12,349539.224033,0,76317.0,106.19,2013,8,12,0,0
2013-08-13,317103.331061,0,74660.0,106.78,2013,8,13,1,0
2013-08-14,324377.386893,0,74211.0,106.89,2013,8,14,2,0
2013-08-15,311043.17291,0,74220.0,107.43,2013,8,15,3,0
2013-08-16,364487.3218839,0,79668.0,107.58,2013,8,16,4,0
2013-08-17,448835.3109167,0,88888.0,107.58,2013,8,17,5,1
2013-08-18,464053.7730675,0,83247.0,107.58,2013,8,18,6,1
2013-08-19,362085.52696,0,77100.0,107.14,2013,8,19,0,0
2013-08-20,343046.11398,0,76629.0,104.9,2013,8,20,1,0
2013-08-21,335724.643932,0,76613.0,103.93,2013,8,21,2,0
2013-08-22,306473.26098,0,71220.0,104.93,2013,8,22,3,0
2013-08-23,331906.369098,0,75844.0,106.48,2013,8,23,4,0
2013-08-24,420576.154994,0,87502.0,106.48,2013,8,24,5,1
2013-08-25,443694.093754,0,82558.0,106.48,2013,8,25,6,1
2013-08-26,347159.6410143,0,76173.0,105.88,2013,8,26,0,0
2013-08-27,319688.2190185,0,73568.0,109.11,2013,8,27,1,0
2013-08-28,319322.060993,0,74979.0,110.17,2013,8,28,2,0
2013-08-29,294518.685943,0,71897.0,108.51,2013,8,29,3,0
2013-08-30,354932.930947,0,77749.0,107.98,2013,8,30,4,0
2013-08-31,523631.3811059,0,96400.0,107.98,2013,8,31,5,1
2013-09-01,640406.221875,0,95871.0,107.98,2013,9,1,6,1
2013-09-02,458792.960966,0,84388.0,107.98,2013,9,2,0,0
2013-09-03,397680.420032,0,79834.0,108.67,2013,9,3,1,0
2013-09-04,392565.48591,0,80360.0,107.29,2013,9,4,2,0
2013-09-05,330622.779063,0,74704.0,108.5,2013,9,5,3,0
2013-09-06,335442.247929,0,74579.0,110.62,2013,9,6,4,0
2013-09-07,518584.247,0,95846.0,110.62,2013,9,7,5,1
2013-09-08,560852.005091,0,94015.0,110.62,2013,9,8,6,1
2013-09-09,377151.7070027,0,77169.0,109.62,2013,9,9,0,0
2013-09-10,308074.4658225,0,72483.0,107.48,2013,9,10,1,0
2013-09-11,323124.61885,0,74287.0,107.65,2013,9,11,2,0
2013-09-12,282855.730937,0,68478.0,108.72,2013,9,12,3,0
2013-09-13,319556.942029,0,73019.0,108.31,2013,9,13,4,0
2013-09-14,476364.004996,0,92336.0,108.31,2013,9,14,5,1
2013-09-15,532852.959041,0,90410.0,108.31,2013,9,15,6,1
2013-09-16,373229.840879,0,77189.0,106.54,2013,9,16,0,0
2013-09-17,327282.949966,0,72907.0,105.36,2013,9,17,1,0
2013-09-18,315687.718926,0,72512.0,108.23,2013,9,18,2,0
2013-09-19,279580.372008,0,67209.0,106.26,2013,9,19,3,0
2013-09-20,331846.9039701,0,74285.0,104.7,2013,9,20,4,0
2013-09-21,468298.380896,0,91544.0,104.7,2013,9,21,5,1
2013-09-22,502068.7019007,0,87513.0,104.7,2013,9,22,6,1
2013-09-23,356043.0340047,0,75213.0,103.62,2013,9,23,0,0
2013-09-24,303333.392926,0,70348.0,103.22,2013,9,24,1,0
2013-09-25,312490.104996,0,71613.0,102.68,2013,9,25,2,0
2013-09-26,273057.8798588,0,66914.0,103.1,2013,9,26,3,0
2013-09-27,320246.574024,0,72409.0,102.86,2013,9,27,4,0
2013-09-28,484903.6890081,0,91304.0,102.86,2013,9,28,5,1
2013-09-29,522868.441946,0,87268.0,102.86,2013,9,29,6,1
2013-09-30,367068.4500143,0,74455.0,102.36,2013,9,30,0,0
2013-10-01,436441.034076,0,80690.0,102.09,2013,10,1,1,0
2013-10-02,414455.6550375,0,80520.0,104.15,2013,10,2,2,0
2013-10-03,348933.24703,0,73793.0,103.29,2013,10,3,3,0
2013-10-04,378109.978059,0,78169.0,103.83,2013,10,4,4,0
2013-10-05,540156.625057,0,97345.0,103.83,2013,10,5,5,1
2013-10-06,553031.424016,0,91143.0,103.83,2013,10,6,6,1
2013-10-07,373387.109043,0,77290.0,103.07,2013,10,7,0,0
2013-10-08,326726.7240121,0,73728.0,103.54,2013,10,8,1,0
2013-10-09,322529.418957,0,73206.0,101.63,2013,10,9,2,0
2013-10-10,305047.0980576,0,71249.0,103.08,2013,10,10,3,0
2013-10-11,402913.849028,0,80838.0,102.17,2013,10,11,4,0
2013-10-12,426379.6909939,0,85003.0,102.17,2013,10,12,5,1
2013-10-13,481781.2559686,0,83357.0,102.17,2013,10,13,6,1
2013-10-14,342694.7209944,0,72589.0,102.46,2013,10,14,0,0
2013-10-15,305242.569986,0,71021.0,101.15,2013,10,15,1,0
2013-10-16,355696.963943,0,73902.0,102.34,2013,10,16,2,0
2013-10-17,312949.412961,0,70806.0,100.72,2013,10,17,3,0
2013-10-18,323327.873107,0,71837.0,100.87,2013,10,18,4,0
2013-10-19,488245.570001,0,93205.0,100.87,2013,10,19,5,1
2013-10-20,537713.5090483,0,91210.0,100.87,2013,10,20,6,1
2013-10-21,348721.327971,0,74337.0,99.28,2013,10,21,0,0
2013-10-22,301641.7850828,0,69581.0,97.63,2013,10,22,1,0
2013-10-23,323105.11598,0,71321.0,96.9,2013,10,23,2,0
2013-10-24,276059.0800025,0,67609.0,96.65,2013,10,24,3,0
2013-10-25,317570.4260338,0,72010.0,97.4,2013,10,25,4,0
2013-10-26,452902.363914,0,89451.0,97.4,2013,10,26,5,1
2013-10-27,512891.4830689,0,86852.0,97.4,2013,10,27,6,1
2013-10-28,346941.91396,0,73374.0,98.74,2013,10,28,0,0
2013-10-29,302332.9969864,0,69205.0,98.29,2013,10,29,1,0
2013-10-30,319494.7050373,0,72246.0,96.81,2013,10,30,2,0
2013-10-31,298195.433106,0,71553.0,96.29,2013,10,31,3,0
2013-11-01,403637.232955,0,79385.0,94.56,2013,11,1,4,0
2013-11-02,540615.555037,0,93949.0,94.56,2013,11,2,5,1
2013-11-03,602796.556029,0,91085.0,94.56,2013,11,3,6,1
2013-11-04,424314.167046,0,79630.0,94.58,2013,11,4,0,0
2013-11-05,393322.182909,0,76352.0,93.4,2013,11,5,1,0
2013-11-06,386426.9788195,0,76148.0,94.74,2013,11,6,2,0
2013-11-07,346293.3400477,0,70599.0,94.25,2013,11,7,3,0
2013-11-08,358473.978049,0,74646.0,94.56,2013,11,8,4,0
2013-11-09,513850.32307,0,91367.0,94.56,2013,11,9,5,1
2013-11-10,587666.490239,0,91689.0,94.56,2013,11,10,6,1
2013-11-11,374087.890067,0,75194.0,95.13,2013,11,11,0,0
2013-11-12,373277.748034,0,72225.0,93.12,2013,11,12,1,0
2013-11-13,332279.2568851,0,71600.0,93.91,2013,11,13,2,0
2013-11-14,284567.4029707,0,67268.0,93.76,2013,11,14,3,0
2013-11-15,349383.296052,0,74804.0,93.8,2013,11,15,4,0
2013-11-16,524065.5881155,0,94069.0,93.8,2013,11,16,5,1
2013-11-17,579209.228924,0,90357.0,93.8,2013,11,17,6,1
2013-11-18,391945.551999,0,76133.0,93.03,2013,11,18,0,0
2013-11-19,329455.2710234,0,71496.0,93.35,2013,11,19,1,0
2013-11-20,354337.734795,0,74998.0,93.34,2013,11,20,2,0
2013-11-21,298047.047965,0,69198.0,95.35,2013,11,21,3,0
2013-11-22,340734.213038,0,73466.0,94.53,2013,11,22,4,0
2013-11-23,485544.298837,0,91187.0,94.53,2013,11,23,5,1
2013-11-24,550925.293106,0,87771.0,94.53,2013,11,24,6,1
2013-11-25,365965.5090102,0,73966.0,93.86,2013,11,25,0,0
2013-11-26,323292.830024,0,70690.0,93.41,2013,11,26,1,0
2013-11-27,337083.286026,0,71571.0,92.05,2013,11,27,2,0
2013-11-28,305982.981947,0,69896.0,92.05,2013,11,28,3,0
2013-11-29,357000.404165,0,74816.0,92.55,2013,11,29,4,0
2013-11-30,541977.655801,0,94311.0,92.55,2013,11,30,5,1
2013-12-01,698217.128989,0,96910.0,92.55,2013,12,1,6,1
2013-12-02,495488.366984,0,82768.0,93.61,2013,12,2,0,0
2013-12-03,424438.046973,0,79820.0,95.83,2013,12,3,1,0
2013-12-04,424147.0459855,0,80529.0,96.97,2013,12,4,2,0
2013-12-05,386406.804985,0,77466.0,97.14,2013,12,5,3,0
2013-12-06,432661.755068,0,80763.0,97.48,2013,12,6,4,0
2013-12-07,537181.319801,0,95160.0,97.48,2013,12,7,5,1
2013-12-08,588855.895921,0,92142.0,97.48,2013,12,8,6,1
2013-12-09,442309.3141075,0,80274.0,97.1,2013,12,9,0,0
2013-12-10,414421.695986,0,79326.0,98.32,2013,12,10,1,0
2013-12-11,422957.198908,0,82055.0,97.25,2013,12,11,2,0
2013-12-12,384256.080979,0,80045.0,97.21,2013,12,12,3,0
2013-12-13,434657.0129787,0,84558.0,96.27,2013,12,13,4,0
2013-12-14,554911.917024,0,101340.0,96.27,2013,12,14,5,1
2013-12-15,642015.7758165,0,102239.0,96.27,2013,12,15,6,1
2013-12-16,516060.290853,0,92585.0,97.18,2013,12,16,0,0
2013-12-17,480470.71684249997,0,94103.0,96.99,2013,12,17,1,0
2013-12-18,527481.336925,0,102356.0,97.59,2013,12,18,2,0
2013-12-19,507461.038187,0,109267.0,98.4,2013,12,19,3,0
2013-12-20,544104.2676365,0,106238.0,99.11,2013,12,20,4,0
2013-12-21,685673.07474,0,121425.0,99.11,2013,12,21,5,1
2013-12-22,696295.146867,0,118997.0,99.11,2013,12,22,6,1
2013-12-23,792865.284427,0,145876.0,98.62,2013,12,23,0,0
2013-12-24,620663.290732,0,155846.0,98.87,2013,12,24,1,0
2013-12-26,470731.1624137,0,96002.0,99.18,2013,12,26,3,0
2013-12-27,479314.968043,0,98330.0,99.94,2013,12,27,4,0
2013-12-28,556952.3059789999,0,102858.0,99.94,2013,12,28,5,1
2013-12-29,499719.5049237,0,88729.0,99.94,2013,12,29,6,1
2013-12-30,635134.7358515,0,117645.0,98.9,2013,12,30,0,0
2013-12-31,507264.6630475,0,117214.0,98.17,2013,12,31,1,0
2014-01-01,8602.065404,0,1327.0,98.17,2014,1,1,2,0
2014-01-02,801011.226041,0,90716.0,95.14,2014,1,2,3,0
2014-01-03,680672.845603,0,84488.0,93.66,2014,1,3,4,0
2014-01-04,936628.8866039,0,101361.0,93.66,2014,1,4,5,1
2014-01-05,949618.78894,0,93475.0,93.66,2014,1,5,6,1
2014-01-06,602268.564009,0,77784.0,93.12,2014,1,6,0,0
2014-01-07,563450.5988595,0,75361.0,93.31,2014,1,7,1,0
2014-01-08,636176.853478,0,77204.0,91.9,2014,1,8,2,0
2014-01-09,496377.933414,0,72575.0,91.36,2014,1,9,3,0
2014-01-10,543055.329066,0,75302.0,92.39,2014,1,10,4,0
2014-01-11,787321.455619,0,94661.0,92.39,2014,1,11,5,1
2014-01-12,844633.598917,0,89216.0,92.39,2014,1,12,6,1
2014-01-13,555547.0150185,0,75590.0,91.45,2014,1,13,0,0
2014-01-14,502643.104285,0,71724.0,92.15,2014,1,14,1,0
2014-01-15,567067.469069,0,74904.0,93.78,2014,1,15,2,0
2014-01-16,502789.214207,0,73914.0,93.54,2014,1,16,3,0
2014-01-17,542937.915657,0,75507.0,93.96,2014,1,17,4,0
2014-01-18,786779.8899055,0,92853.0,93.96,2014,1,18,5,1
2014-01-19,851735.334091,0,88313.0,93.96,2014,1,19,6,1
2014-01-20,575850.061871,0,74870.0,93.96,2014,1,20,0,0
2014-01-21,538817.207912,0,74384.0,94.51,2014,1,21,1,0
2014-01-22,553097.596874,0,72600.0,96.35,2014,1,22,2,0
2014-01-23,460789.0398597,0,69863.0,97.23,2014,1,23,3,0
2014-01-24,526124.572256,0,74881.0,96.66,2014,1,24,4,0
2014-01-25,733880.979053,0,89619.0,96.66,2014,1,25,5,1
2014-01-26,814057.732862,0,86186.0,96.66,2014,1,26,6,1
2014-01-27,540798.833711,0,73833.0,95.82,2014,1,27,0,0
2014-01-28,481593.435798,0,71475.0,97.49,2014,1,28,1,0
2014-01-29,512853.989922,0,70343.0,97.34,2014,1,29,2,0
2014-01-30,453642.9707033,0,69738.0,98.25,2014,1,30,3,0
